smooth_mode,aug_mode,n_seeds,seeds,macro_f1_mean,macro_f1_std,macro_f1_ci95_lo,macro_f1_ci95_hi,accuracy_mean,accuracy_std,mean_f1_cm_anger,mean_f1_cm_disgust,mean_f1_cm_fear,mean_f1_cm_happiness,mean_f1_cm_sadness,mean_f1_cm_surprise
F1,G0,3,"[0, 1, 2]",0.811280118551688,0.025963267108000735,0.791951328927542,0.8479803280755691,0.8468817204301075,0.02145154553038713,0.5606540084388185,0.788554862292809,0.8435635123614663,0.9522402429582698,0.7447686085641073,0.9778994766946575
F1,G1,3,"[0, 1, 2]",0.7954948073397592,0.019890196325015014,0.7693538859422085,0.8175607689215744,0.8446236559139785,0.013127383878743775,0.5455943748626676,0.8229503652159759,0.8172230132363022,0.9558248092786128,0.6572055752383621,0.9741707062066344
F1,G3,3,"[0, 1, 2]",0.799279654924696,0.008018273683289298,0.7882175588137649,0.8069697748906329,0.8394265232974911,0.006109402845149223,0.5297879075656853,0.7835384615384614,0.8885403050108932,0.9596664205359856,0.6502580683186406,0.9838867665785092
