seed,fold_idx,subject,n_train,n_train_aug,n_test,epochs_run,fold_time_s,z_scale,macro_f1,weighted_f1,accuracy,f1_anger,f1_disgust,f1_fear,f1_happiness,f1_sadness,f1_surprise
7,29,S106,306,716,3,42,130.0,0.26661,1.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0
7,30,S501,306,714,3,50,151.26,0.26661,1.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0
7,31,S504,306,714,3,16,58.12,0.26661,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
7,32,S134,306,718,3,48,144.93,0.267348,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0
7,33,S133,306,718,3,35,109.62,0.267348,1.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0
7,34,S116,306,718,3,50,150.54,0.267348,1.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0
7,35,S117,306,716,3,50,149.47,0.266796,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0
7,36,S127,306,718,3,50,150.04,0.267348,1.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0
7,37,S119,306,716,3,29,92.29,0.267348,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0
7,38,S111,306,718,3,16,57.57,0.267232,0.5555555555555555,0.5555555555555555,0.6666666666666666,0.0,0.6666666666666666,0.0,0.0,0.0,1.0
7,39,S109,306,718,3,19,65.65,0.267348,0.5555555555555555,0.5555555555555555,0.6666666666666666,0.0,0.6666666666666666,0.0,1.0,0.0,0.0
7,40,S137,306,716,3,24,79.47,0.26661,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0
7,41,S506,306,714,3,19,65.55,0.26661,0.2,0.3333333333333333,0.3333333333333333,0.0,0.0,1.0,0.0,0.0,0.0
7,42,S010,306,718,3,24,79.06,0.26661,0.5,0.6666666666666666,0.6666666666666666,0.0,0.0,0.0,1.0,0.0,1.0
7,43,S034,306,718,3,22,73.54,0.267348,0.25,0.3333333333333333,0.3333333333333333,0.0,0.0,0.0,0.0,0.0,1.0
7,44,S037,306,718,3,14,52.0,0.267348,0.5555555555555555,0.5555555555555555,0.6666666666666666,1.0,0.0,0.0,0.0,0.0,0.6666666666666666
7,45,S022,306,718,3,41,125.6,0.267348,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0
7,46,S057,306,718,3,26,84.9,0.26661,1.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0
7,47,S056,306,718,3,30,95.45,0.267348,1.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0
7,48,S035,306,718,3,48,144.5,0.267348,1.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0
7,49,S044,306,718,3,38,117.56,0.267348,1.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0
7,50,S058,306,718,3,32,101.21,0.26661,0.5555555555555555,0.5555555555555555,0.6666666666666666,0.0,0.6666666666666666,0.0,0.0,0.0,1.0
7,51,S060,306,718,3,31,98.7,0.26661,1.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0
7,52,S054,306,716,3,47,141.76,0.26661,1.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0
7,53,S052,306,718,3,29,92.45,0.267348,1.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0
7,54,S064,306,716,3,35,108.66,0.26661,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0
7,55,S061,306,718,3,50,149.07,0.26661,1.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0
7,56,S089,306,718,3,24,79.03,0.267232,1.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0
7,57,S108,306,716,3,50,149.29,0.267348,1.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0
7,58,S115,306,716,3,29,92.64,0.266989,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0
7,59,S113,306,716,3,33,103.24,0.26661,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0
7,60,S070,306,718,3,50,149.72,0.267348,1.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0
7,61,S076,306,718,3,23,76.55,0.26661,1.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0
7,62,S069,306,718,3,26,84.57,0.26661,1.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0
7,63,S080,306,716,3,34,106.18,0.266989,1.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0
7,64,S079,306,718,3,50,150.22,0.26661,1.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0
7,65,S078,306,718,3,36,111.77,0.267348,1.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0
7,66,S085,306,718,3,24,82.73,0.267348,1.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0
7,67,S081,306,716,3,50,157.94,0.26661,1.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0
7,68,S096,306,718,3,34,111.22,0.26661,1.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0
7,69,S097,306,718,3,25,85.54,0.266989,1.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0
7,70,S090,306,718,3,20,70.72,0.267348,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0
7,71,S082,306,718,3,23,79.09,0.26661,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0
7,72,S092,306,718,3,21,73.3,0.267232,0.5,0.6666666666666666,0.6666666666666666,0.0,0.0,0.0,1.0,0.0,1.0
7,73,S502,307,718,2,27,90.48,0.266803,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0
7,74,S051,307,720,2,37,106.16,0.266803,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0
7,75,S072,307,720,2,37,106.08,0.267288,1.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0
7,76,S077,307,720,2,33,96.96,0.267288,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0
7,77,S073,307,720,2,14,48.96,0.266803,0.3333333333333333,0.3333333333333333,0.5,0.0,0.0,0.0,0.0,0.0,0.6666666666666666
7,78,S086,307,720,2,22,69.25,0.267288,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0
7,79,S088,307,720,2,46,131.22,0.266803,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0
7,80,S098,307,720,2,50,139.6,0.266803,1.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0
7,81,S107,307,720,2,31,92.63,0.266803,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0
7,82,S128,307,720,2,39,113.02,0.267288,1.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0
7,83,S135,307,720,2,26,79.58,0.267288,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0
7,84,S126,307,720,2,50,141.46,0.266803,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0
7,85,S114,307,720,2,50,141.12,0.267175,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0
7,86,S999,307,718,2,31,102.96,0.266803,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0
7,87,S503,307,718,2,41,131.15,0.266803,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0
7,88,S094,307,720,2,24,74.69,0.267288,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0
7,89,S091,307,718,2,50,157.18,0.266803,1.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0
7,90,S045,307,720,2,50,141.48,0.267288,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0
7,91,S053,307,720,2,30,90.24,0.266803,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0
7,92,S063,307,720,2,16,54.28,0.266803,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0
7,93,S059,307,718,2,29,96.88,0.267175,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0
7,94,S084,307,718,2,39,125.98,0.266803,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0
7,95,S093,307,718,2,50,156.48,0.266803,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0
7,96,S122,308,722,1,19,69.47,0.266989,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
7,97,S505,308,720,1,22,69.2,0.266989,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
7,98,S101,308,722,1,34,113.88,0.267232,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
7,99,S105,308,722,1,33,110.42,0.266989,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0
7,100,S112,308,722,1,16,60.7,0.266989,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
7,101,S110,308,722,1,30,101.25,0.267232,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
7,102,S083,308,722,1,33,110.59,0.267232,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
7,103,S028,308,722,1,26,89.68,0.267232,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
7,104,S029,308,722,1,50,159.63,0.267232,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
7,105,S005,308,722,1,20,72.2,0.266989,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0
