seed,fold_idx,n_test_subjects,test_subjects,n_train,n_train_aug,n_test,epochs_run,fold_time_s,z_scale,macro_f1,weighted_f1,accuracy,f1_anger,f1_disgust,f1_fear,f1_happiness,f1_sadness,f1_surprise
8,0,10,"['S011', 'S057', 'S059', 'S067', 'S077', 'S085', 'S089', 'S106', 'S127', 'S135']",278,654,31,50,176.02,0.266352,0.8457516339869281,0.8643896268184693,0.8709677419354839,0.6666666666666666,0.6666666666666666,0.8,0.9411764705882353,1.0,1.0
8,1,10,"['S056', 'S065', 'S073', 'S081', 'S084', 'S108', 'S119', 'S126', 'S130', 'S136']",278,648,31,39,141.69,0.267348,0.7111111111111112,0.7505376344086021,0.7419354838709677,0.3333333333333333,0.6,1.0,1.0,0.3333333333333333,1.0
8,2,10,"['S014', 'S035', 'S046', 'S086', 'S093', 'S096', 'S111', 'S114', 'S115', 'S125']",278,648,31,24,93.84,0.266545,0.7545454545454545,0.8592375366568915,0.8709677419354839,0.0,0.8,1.0,1.0,0.7272727272727273,1.0
8,3,11,"['S026', 'S042', 'S044', 'S055', 'S088', 'S097', 'S109', 'S112', 'S113', 'S122', 'S999']",278,652,31,33,122.21,0.267232,0.7284382284382285,0.7425370328596135,0.7419354838709677,0.46153846153846156,0.6666666666666666,1.0,0.9090909090909091,0.3333333333333333,1.0
8,4,11,"['S050', 'S058', 'S070', 'S071', 'S090', 'S100', 'S110', 'S137', 'S501', 'S503', 'S505']",278,648,31,50,174.89,0.266989,0.9720279720279721,0.9679675163546131,0.967741935483871,0.9230769230769231,1.0,1.0,1.0,0.9090909090909091,1.0
8,5,11,"['S060', 'S062', 'S076', 'S082', 'S083', 'S094', 'S099', 'S101', 'S132', 'S504', 'S506']",278,648,31,34,123.83,0.266073,0.7490842490842491,0.8275079758950727,0.8387096774193549,0.4,0.9230769230769231,0.6666666666666666,0.9333333333333333,0.5714285714285714,1.0
8,6,11,"['S010', 'S028', 'S032', 'S054', 'S069', 'S087', 'S091', 'S092', 'S102', 'S105', 'S134']",278,654,31,40,143.41,0.267232,0.8076923076923078,0.967741935483871,0.967741935483871,0.9230769230769231,0.9230769230769231,1.0,1.0,0.0,1.0
8,7,11,"['S029', 'S034', 'S045', 'S052', 'S068', 'S080', 'S095', 'S098', 'S131', 'S133', 'S502']",278,652,31,47,165.38,0.267427,0.7865740740740742,0.8241039426523297,0.8387096774193549,0.4444444444444444,0.875,1.0,1.0,0.4,1.0
8,8,11,"['S005', 'S037', 'S051', 'S053', 'S064', 'S074', 'S075', 'S079', 'S107', 'S116', 'S129']",278,658,31,32,120.23,0.266352,0.832731338149295,0.893521755051766,0.9032258064516129,0.5,0.9411764705882353,1.0,0.9411764705882353,0.6666666666666666,0.9473684210526315
8,9,10,"['S022', 'S061', 'S063', 'S066', 'S072', 'S078', 'S117', 'S124', 'S128', 'S138']",279,654,30,50,175.49,0.267656,0.9373015873015874,0.9353968253968254,0.9333333333333333,0.8571428571428571,0.8333333333333334,1.0,0.9333333333333333,1.0,1.0
