seed,fold_idx,n_test_subjects,test_subjects,n_train,n_train_aug,n_test,epochs_run,fold_time_s,z_scale,macro_f1,weighted_f1,accuracy,f1_anger,f1_disgust,f1_fear,f1_happiness,f1_sadness,f1_surprise
3,0,10,"['S011', 'S057', 'S059', 'S067', 'S077', 'S085', 'S089', 'S106', 'S127', 'S135']",278,654,31,25,95.81,0.266352,0.8036463708290333,0.8319051899197708,0.8387096774193549,0.6,0.6666666666666666,0.6666666666666666,0.9411764705882353,1.0,0.9473684210526315
3,1,10,"['S056', 'S065', 'S073', 'S081', 'S084', 'S108', 'S119', 'S126', 'S130', 'S136']",278,648,31,32,116.27,0.267348,0.6336580086580087,0.7203602848764139,0.7419354838709677,0.25,0.8571428571428571,0.5,0.9090909090909091,0.2857142857142857,1.0
3,2,10,"['S014', 'S035', 'S046', 'S086', 'S093', 'S096', 'S111', 'S114', 'S115', 'S125']",278,648,31,41,142.71,0.266545,0.6679738562091503,0.8020240354206198,0.8064516129032258,0.0,0.8,0.6666666666666666,0.9411764705882353,0.6,1.0
3,3,11,"['S026', 'S042', 'S044', 'S055', 'S088', 'S097', 'S109', 'S112', 'S113', 'S122', 'S999']",278,652,31,18,73.02,0.267232,0.736111111111111,0.6962365591397849,0.7741935483870968,0.0,0.6666666666666666,1.0,1.0,0.75,1.0
3,4,11,"['S050', 'S058', 'S070', 'S071', 'S090', 'S100', 'S110', 'S137', 'S501', 'S503', 'S505']",278,648,31,50,170.02,0.266989,0.942857142857143,0.9354838709677419,0.9354838709677419,0.8571428571428571,1.0,1.0,1.0,0.8,1.0
3,5,11,"['S060', 'S062', 'S076', 'S082', 'S083', 'S094', 'S099', 'S101', 'S132', 'S504', 'S506']",278,648,31,28,102.57,0.266073,0.7031746031746032,0.8006144393241168,0.8387096774193549,0.0,0.8571428571428571,0.8571428571428571,0.9333333333333333,0.5714285714285714,1.0
3,6,11,"['S010', 'S028', 'S032', 'S054', 'S069', 'S087', 'S091', 'S092', 'S102', 'S105', 'S134']",278,654,31,50,169.58,0.267232,0.7686091686091686,0.915241747499812,0.9032258064516129,0.9090909090909091,0.7692307692307693,1.0,0.9333333333333333,0.0,1.0
3,7,11,"['S029', 'S034', 'S045', 'S052', 'S068', 'S080', 'S095', 'S098', 'S131', 'S133', 'S502']",278,652,31,30,108.2,0.267427,0.7805555555555556,0.7810291858678956,0.8064516129032258,0.2857142857142857,0.7142857142857143,1.0,0.9333333333333333,0.75,1.0
3,8,11,"['S005', 'S037', 'S051', 'S053', 'S064', 'S074', 'S075', 'S079', 'S107', 'S116', 'S129']",278,658,31,43,150.11,0.266352,0.8815789473684211,0.8938879456706281,0.9032258064516129,0.5,0.8421052631578947,1.0,1.0,1.0,0.9473684210526315
3,9,10,"['S022', 'S061', 'S063', 'S066', 'S072', 'S078', 'S117', 'S124', 'S128', 'S138']",279,654,30,32,116.05,0.267656,0.7208994708994708,0.7661375661375661,0.7666666666666667,0.5,0.4444444444444444,0.8571428571428571,0.8571428571428571,0.6666666666666666,1.0
