seed,fold_idx,subject,n_train,n_train_aug,n_test,epochs_run,fold_time_s,z_scale,macro_f1,weighted_f1,accuracy,f1_anger,f1_disgust,f1_fear,f1_happiness,f1_sadness,f1_surprise
6,0,S011,303,708,6,50,169.44,0.266286,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
6,1,S130,304,712,5,21,78.02,0.266352,0.5,0.5,0.6,0.0,0.0,0.0,1.0,0.5,1.0
6,2,S125,304,710,5,28,96.95,0.26661,0.7333333333333333,0.7333333333333333,0.8,0.0,1.0,0.6666666666666666,1.0,0.0,1.0
6,3,S055,304,712,5,50,154.97,0.26661,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0
6,4,S071,304,712,5,50,155.73,0.267348,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0
6,5,S132,304,710,5,22,75.28,0.267423,0.6666666666666666,0.8,0.8,0.0,1.0,1.0,1.0,0.0,1.0
6,6,S032,304,712,5,19,68.35,0.267423,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0
6,7,S131,305,714,4,38,121.58,0.267407,1.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0
6,8,S129,305,716,4,17,61.98,0.267407,0.41666666666666663,0.41666666666666663,0.5,0.0,0.0,0.0,1.0,0.0,0.6666666666666666
6,9,S124,305,714,4,39,124.7,0.267407,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0
6,10,S068,305,714,4,50,154.32,0.266803,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0
6,11,S075,305,716,4,28,93.7,0.266417,0.6666666666666666,0.6666666666666666,0.75,0.0,0.6666666666666666,0.0,1.0,0.0,1.0
6,12,S066,305,714,4,18,65.82,0.267407,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0
6,13,S065,305,714,4,34,112.26,0.267407,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0
6,14,S046,305,712,4,20,71.39,0.267407,0.6,0.75,0.75,0.0,0.0,1.0,0.0,1.0,1.0
6,15,S042,305,714,4,16,59.37,0.267407,0.6666666666666666,0.6666666666666666,0.75,1.0,0.0,0.0,0.0,1.0,0.6666666666666666
6,16,S050,305,714,4,50,156.68,0.267407,1.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0
6,17,S062,305,714,4,33,107.71,0.266417,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0
6,18,S087,305,716,4,24,84.2,0.267175,0.6,0.75,0.75,0.0,1.0,0.0,1.0,0.0,1.0
6,19,S067,305,716,4,17,64.36,0.266417,0.6,0.75,0.75,0.0,1.0,0.0,1.0,0.0,1.0
6,20,S095,305,714,4,50,158.02,0.266417,1.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0
6,21,S074,305,714,4,50,157.3,0.267288,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0
6,22,S138,305,712,4,50,157.35,0.267407,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0
6,23,S136,305,714,4,20,71.76,0.267407,0.3333333333333333,0.41666666666666663,0.5,0.0,0.0,0.0,1.0,0.6666666666666666,0.0
6,24,S014,305,714,4,24,85.18,0.266417,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0
6,25,S026,305,714,4,25,87.21,0.267407,0.4,0.5,0.5,0.0,0.0,0.0,1.0,0.0,1.0
6,26,S100,306,718,3,26,89.99,0.26661,1.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0
6,27,S099,306,718,3,50,161.58,0.26661,1.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0
6,28,S102,306,716,3,21,73.13,0.267348,0.5,0.6666666666666666,0.6666666666666666,0.0,0.0,1.0,0.0,0.0,1.0
6,29,S106,306,716,3,50,156.16,0.26661,1.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0
6,30,S501,306,714,3,31,103.26,0.26661,1.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0
6,31,S504,306,714,3,24,82.98,0.26661,1.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0
6,32,S134,306,718,3,41,130.92,0.267348,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0
6,33,S133,306,718,3,18,65.66,0.267348,1.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0
6,34,S116,306,718,3,49,153.71,0.267348,1.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0
6,35,S117,306,716,3,48,147.96,0.266796,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0
6,36,S127,306,718,3,25,83.7,0.267348,1.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0
6,37,S119,306,716,3,47,153.12,0.267348,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0
6,38,S111,306,718,3,34,113.07,0.267232,0.5555555555555555,0.5555555555555555,0.6666666666666666,0.0,0.6666666666666666,0.0,0.0,0.0,1.0
6,39,S109,306,718,3,32,105.27,0.267348,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0
6,40,S137,306,716,3,20,70.98,0.26661,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0
6,41,S506,306,714,3,47,151.28,0.26661,1.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0
6,42,S010,306,718,3,21,75.49,0.26661,1.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0
6,43,S034,306,718,3,50,158.2,0.267348,1.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0
6,44,S037,306,718,3,23,81.15,0.267348,0.5,0.6666666666666666,0.6666666666666666,0.0,0.0,0.0,1.0,0.0,1.0
6,45,S022,306,718,3,37,118.81,0.267348,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0
6,46,S057,306,718,3,50,154.64,0.26661,1.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0
6,47,S056,306,718,3,27,89.72,0.267348,1.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0
6,48,S035,306,718,3,50,154.51,0.267348,1.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0
6,49,S044,306,718,3,25,84.41,0.267348,1.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0
6,50,S058,306,718,3,50,155.25,0.26661,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0
6,51,S060,306,718,3,41,128.86,0.26661,1.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0
6,52,S054,306,716,3,24,81.01,0.26661,1.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0
6,53,S052,306,718,3,47,145.93,0.267348,1.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0
6,54,S064,306,716,3,40,129.1,0.26661,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0
6,55,S061,306,718,3,50,155.12,0.26661,1.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0
6,56,S089,306,718,3,50,157.49,0.267232,1.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0
6,57,S108,306,716,3,50,155.58,0.267348,1.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0
6,58,S115,306,716,3,20,70.19,0.266989,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0
6,59,S113,306,716,3,22,76.88,0.26661,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0
6,60,S070,306,718,3,50,155.76,0.267348,1.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0
6,61,S076,306,718,3,26,87.81,0.26661,1.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0
6,62,S069,306,718,3,50,155.03,0.26661,1.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0
6,63,S080,306,716,3,50,160.6,0.266989,1.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0
6,64,S079,306,718,3,22,76.34,0.26661,1.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0
6,65,S078,306,718,3,21,72.85,0.267348,1.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0
6,66,S085,306,718,3,26,87.17,0.267348,1.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0
6,67,S081,306,716,3,29,97.02,0.26661,1.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0
6,68,S096,306,718,3,50,157.04,0.26661,1.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0
6,69,S097,306,718,3,25,85.04,0.266989,1.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0
6,70,S090,306,718,3,46,144.52,0.267348,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0
