smooth_mode,aug_mode,seed,fold_idx,n_train,n_train_aug,n_test,epochs_run,fold_time_s,z_scale,macro_f1,weighted_f1,accuracy,f1_anger,f1_disgust,f1_fear,f1_happiness,f1_sadness,f1_surprise
F0,G0,1,8,278,278,31,46,68.81,0.266715,0.9258685930512556,0.9355837411365225,0.9354838709677419,0.6666666666666666,1.0,1.0,0.9411764705882353,1.0,0.9473684210526315
F0,G0,1,9,279,279,30,50,71.61,0.26808,0.9373015873015874,0.9353968253968254,0.9333333333333333,0.8571428571428571,0.8333333333333334,1.0,0.9333333333333333,1.0,1.0
F0,G0,2,0,278,278,31,50,71.58,0.266715,0.77270955165692,0.8313148462554234,0.8387096774193549,0.6666666666666666,0.8,0.6666666666666666,0.8888888888888888,0.6666666666666666,0.9473684210526315
F0,G0,2,1,278,278,31,41,60.95,0.267305,0.7463869463869464,0.792285134220618,0.8064516129032258,0.3333333333333333,0.7692307692307693,0.8,0.9090909090909091,0.6666666666666666,1.0
F0,G0,2,2,278,278,31,41,61.03,0.266715,0.7916666666666666,0.8758064516129032,0.8709677419354839,0.4,0.8,0.8,1.0,0.75,1.0
F0,G0,2,3,278,278,31,43,62.77,0.267217,0.7222222222222223,0.7311827956989246,0.7419354838709677,0.3333333333333333,0.6666666666666666,1.0,1.0,0.3333333333333333,1.0
F0,G0,2,4,278,278,31,36,55.13,0.266974,0.7812650312650312,0.7694688823721083,0.7741935483870968,0.5714285714285714,0.7272727272727273,1.0,0.8888888888888888,0.5,1.0
F0,G0,2,5,278,278,31,50,70.99,0.2665,0.7606421356421356,0.8355536936182097,0.8387096774193549,0.4,0.9090909090909091,0.75,0.9333333333333333,0.5714285714285714,1.0
F0,G0,2,6,278,278,31,36,54.85,0.267217,0.6943722943722944,0.8469208211143694,0.8387096774193549,0.9090909090909091,0.8,0.6666666666666666,0.8571428571428571,0.0,0.9333333333333333
F0,G0,2,7,278,278,31,33,53.3,0.267591,0.7000000000000001,0.7634408602150536,0.7741935483870968,0.4,0.8,0.6666666666666666,1.0,0.4,0.9333333333333333
F0,G0,2,8,278,278,31,50,71.96,0.266715,0.8925352597179224,0.9377342787709312,0.9354838709677419,0.8,0.9411764705882353,1.0,1.0,0.6666666666666666,0.9473684210526315
F0,G0,2,9,279,279,30,50,71.05,0.26808,0.8388888888888889,0.8788888888888889,0.9,0.4,0.8333333333333334,1.0,1.0,0.8,1.0
F0,G1,0,0,278,556,31,46,113.56,0.266715,0.7814814814814816,0.8293906810035843,0.8387096774193549,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.8888888888888888,0.8,1.0
F0,G1,0,1,278,556,31,47,114.38,0.267305,0.7463869463869464,0.792285134220618,0.8064516129032258,0.3333333333333333,0.7692307692307693,0.8,0.9090909090909091,0.6666666666666666,1.0
F0,G1,0,2,278,556,31,34,86.37,0.266715,0.7697415329768272,0.8469984474728308,0.8387096774193549,0.4,0.75,0.8,1.0,0.7272727272727273,0.9411764705882353
F0,G1,0,3,278,556,31,37,92.96,0.267217,0.825036075036075,0.8290043290043291,0.8387096774193549,0.5454545454545454,0.8333333333333334,1.0,1.0,0.5714285714285714,1.0
F0,G1,0,4,278,556,31,50,120.83,0.266974,0.942857142857143,0.9354838709677419,0.9354838709677419,0.8571428571428571,1.0,1.0,1.0,0.8,1.0
F0,G1,0,5,278,556,31,47,114.56,0.2665,0.8082611832611833,0.8666596844016199,0.8709677419354839,0.4,0.9090909090909091,0.8571428571428571,0.9333333333333333,0.75,1.0
F0,G1,0,6,278,556,31,21,58.81,0.267217,0.5799165746534168,0.7235233357474444,0.7419354838709677,0.7272727272727273,0.6153846153846154,0.4,0.7368421052631579,0.0,1.0
F0,G1,0,7,278,556,31,48,116.84,0.267591,0.8402777777777778,0.8588709677419355,0.8709677419354839,0.5,0.875,1.0,1.0,0.6666666666666666,1.0
F0,G1,0,8,278,556,31,40,99.09,0.266715,0.8727095516569201,0.8962837200528202,0.9032258064516129,0.4,0.8888888888888888,1.0,1.0,1.0,0.9473684210526315
F0,G1,0,9,279,558,30,50,121.26,0.26808,0.8861111111111112,0.9011111111111111,0.9,0.75,0.8333333333333334,0.8,0.9333333333333333,1.0,1.0
F0,G1,1,0,278,556,31,50,121.32,0.266715,0.9383442265795208,0.9317731393632722,0.9354838709677419,0.8888888888888888,0.8,1.0,0.9411764705882353,1.0,1.0
F0,G1,1,1,278,556,31,50,124.61,0.267305,0.8015151515151514,0.8469208211143695,0.8387096774193549,0.6,0.9090909090909091,0.8,1.0,0.5,1.0
F0,G1,1,2,278,556,31,40,101.07,0.266715,0.7916666666666666,0.8758064516129032,0.8709677419354839,0.4,0.8,0.8,1.0,0.75,1.0
F0,G1,1,3,278,556,31,25,70.05,0.267217,0.7443667443667444,0.7545680126325288,0.7741935483870968,0.36363636363636365,0.7692307692307693,1.0,1.0,0.3333333333333333,1.0
F0,G1,1,4,278,556,31,26,70.55,0.266974,0.8687830687830688,0.899641577060932,0.9032258064516129,0.8571428571428571,0.8888888888888888,0.6666666666666666,1.0,0.8,1.0
F0,G1,1,5,278,556,31,28,73.72,0.2665,0.8082611832611833,0.8666596844016199,0.8709677419354839,0.4,0.9090909090909091,0.8571428571428571,0.9333333333333333,0.75,1.0
F0,G1,1,6,278,556,31,22,60.76,0.267217,0.6949938949938951,0.8426799007444169,0.8064516129032258,0.6666666666666666,0.8571428571428571,0.8,0.9230769230769231,0.0,0.9230769230769231
F0,G1,1,7,278,556,31,18,51.93,0.267591,0.5520697167755991,0.6261016234450769,0.6774193548387096,0.2222222222222222,0.6666666666666666,0.6666666666666666,0.9333333333333333,0.0,0.8235294117647058
F0,G1,1,8,278,556,31,20,56.53,0.266715,0.5189458689458689,0.7110559691204853,0.7096774193548387,0.0,0.7777777777777778,0.6666666666666666,0.7692307692307693,0.0,0.9
F0,G1,1,9,279,558,30,50,125.65,0.26808,0.8330532212885154,0.861139122315593,0.8666666666666667,0.6666666666666666,0.8,0.8571428571428571,0.9333333333333333,0.8,0.9411764705882353
F0,G1,2,0,278,556,31,41,107.62,0.266715,0.8421539961013647,0.8635729107715526,0.8709677419354839,0.75,0.8,0.6666666666666666,0.8888888888888888,1.0,0.9473684210526315
F0,G1,2,1,278,556,31,44,113.08,0.267305,0.6911976911976913,0.7441698086859377,0.7741935483870968,0.3333333333333333,0.7142857142857143,0.8571428571428571,0.9090909090909091,0.3333333333333333,1.0
F0,G1,2,2,278,556,31,34,90.94,0.266715,0.75,0.8548387096774194,0.8709677419354839,0.0,0.6666666666666666,1.0,1.0,0.8333333333333334,1.0
F0,G1,2,3,278,556,31,50,126.85,0.267217,0.7997835497835498,0.8016338500209469,0.8064516129032258,0.5,0.7272727272727273,1.0,1.0,0.5714285714285714,1.0
F0,G1,2,4,278,556,31,50,127.09,0.266974,0.9160839160839161,0.9039025490638395,0.9032258064516129,0.7692307692307693,1.0,1.0,1.0,0.7272727272727273,1.0
F0,G1,2,5,278,556,31,38,99.73,0.2665,0.8267195767195767,0.8958013312852023,0.9032258064516129,0.5,1.0,0.8888888888888888,1.0,0.5714285714285714,1.0
F0,G1,2,6,278,556,31,50,124.56,0.267217,0.8205128205128206,0.9826302729528535,0.967741935483871,1.0,0.9230769230769231,1.0,1.0,0.0,1.0
F0,G1,2,7,278,556,31,31,83.31,0.267591,0.8291666666666666,0.8588709677419355,0.8709677419354839,0.6,0.875,1.0,1.0,0.5,1.0
F0,G1,2,8,278,556,31,50,125.32,0.266715,0.8795722967549593,0.8907808737530098,0.9032258064516129,0.5,0.8888888888888888,1.0,0.9411764705882353,1.0,0.9473684210526315
F0,G1,2,9,279,558,30,50,124.56,0.26808,0.8386724386724387,0.8662914862914862,0.8666666666666667,0.5714285714285714,0.7272727272727273,1.0,0.9333333333333333,0.8,1.0
F0,G2,0,0,278,654,31,36,107.7,0.266715,0.8651960784313726,0.898798228969007,0.9032258064516129,0.75,0.8333333333333334,1.0,0.9411764705882353,0.6666666666666666,1.0
F0,G2,0,1,278,648,31,17,57.76,0.267305,0.43274318274318274,0.5288313836700932,0.6129032258064516,0.46153846153846156,0.4444444444444444,0.0,0.8333333333333334,0.0,0.8571428571428571
F0,G2,0,2,278,648,31,24,75.73,0.266715,0.7457516339869281,0.8385831752055661,0.8387096774193549,0.4,0.8,0.6666666666666666,0.9411764705882353,0.6666666666666666,1.0
F0,G2,0,3,278,652,31,20,65.55,0.267217,0.6894634776987719,0.6553620952102925,0.7419354838709677,0.0,0.6153846153846154,0.8,0.9230769230769231,0.8571428571428571,0.9411764705882353
F0,G2,0,4,278,648,31,37,108.88,0.266974,0.8804713804713805,0.8664059954382535,0.8709677419354839,0.6666666666666666,0.8888888888888888,1.0,1.0,0.7272727272727273,1.0
F0,G2,0,5,278,648,31,17,57.26,0.2665,0.5346560846560846,0.6323092677931388,0.6774193548387096,0.2857142857142857,0.6,0.0,0.9333333333333333,0.5,0.8888888888888888
F0,G2,0,6,278,654,31,22,70.45,0.267217,0.48725490196078436,0.6214421252371917,0.7096774193548387,0.0,0.7,0.4,0.8235294117647058,0.0,1.0
F0,G2,0,7,278,652,31,50,142.25,0.267591,0.8291666666666666,0.8588709677419355,0.8709677419354839,0.6,0.875,1.0,1.0,0.5,1.0
F0,G2,0,8,278,658,31,39,116.69,0.266715,0.8518762183235867,0.8640256555366911,0.8709677419354839,0.4,0.875,1.0,0.8888888888888888,1.0,0.9473684210526315
F0,G2,0,9,279,654,30,50,143.15,0.26808,0.8948717948717949,0.8993162393162393,0.9,0.6666666666666666,0.7692307692307693,1.0,0.9333333333333333,1.0,1.0
F0,G2,1,0,278,654,31,49,140.71,0.266715,0.8231481481481481,0.8681003584229391,0.8709677419354839,0.75,0.8,0.5,0.8888888888888888,1.0,1.0
F0,G2,1,1,278,648,31,30,91.48,0.267305,0.6357892107892108,0.6916035577325901,0.6774193548387096,0.36363636363636365,0.6153846153846154,0.8,0.75,0.2857142857142857,1.0
F0,G2,1,2,278,648,31,16,55.28,0.266715,0.5484126984126984,0.7104454685099847,0.7096774193548387,0.3333333333333333,0.5,0.0,0.8571428571428571,0.6,1.0
F0,G2,1,3,278,652,31,35,104.8,0.267217,0.8311355311355312,0.8394186458702587,0.8387096774193549,0.6153846153846154,0.8,1.0,1.0,0.5714285714285714,1.0
F0,G2,1,4,278,648,31,50,144.33,0.266974,0.9160839160839161,0.9011955786149335,0.9032258064516129,0.7272727272727273,1.0,1.0,1.0,0.7692307692307693,1.0
F0,G2,1,5,278,648,31,40,117.82,0.2665,0.8400793650793651,0.8939324116743471,0.9032258064516129,0.5,1.0,0.8571428571428571,0.9333333333333333,0.75,1.0
F0,G2,1,6,278,654,31,50,142.83,0.267217,0.8205128205128206,0.9826302729528535,0.967741935483871,1.0,0.9230769230769231,1.0,1.0,0.0,1.0
F0,G2,1,7,278,652,31,43,125.56,0.267591,0.8402777777777778,0.8588709677419355,0.8709677419354839,0.5,0.875,1.0,1.0,0.6666666666666666,1.0
F0,G2,1,8,278,658,31,20,67.16,0.266715,0.6679320851147477,0.7858141558830662,0.7741935483870968,0.2857142857142857,0.6666666666666666,0.6666666666666666,0.9411764705882353,0.5,0.9473684210526315
F0,G2,1,9,279,654,30,47,136.37,0.26808,0.9330532212885153,0.9319327731092438,0.9333333333333333,0.8571428571428571,0.8,1.0,1.0,1.0,0.9411764705882353
F0,G2,2,0,278,654,31,50,143.91,0.266715,0.9013071895424837,0.8944971537001897,0.9032258064516129,0.8,0.6666666666666666,1.0,0.9411764705882353,1.0,1.0
F0,G2,2,1,278,648,31,50,144.7,0.267305,0.7761904761904761,0.8239631336405531,0.8387096774193549,0.3333333333333333,0.8571428571428571,0.8,1.0,0.6666666666666666,1.0
F0,G2,2,2,278,648,31,47,136.99,0.266715,0.9148148148148149,0.9369175627240144,0.9354838709677419,1.0,0.8888888888888888,0.8,1.0,0.8,1.0
F0,G2,2,3,278,652,31,43,124.12,0.267217,0.7536907536907537,0.7699075118429957,0.7741935483870968,0.46153846153846156,0.7272727272727273,1.0,1.0,0.3333333333333333,1.0
F0,G2,2,4,278,648,31,50,140.37,0.266974,0.9096866096866097,0.9012958367797077,0.9032258064516129,0.7692307692307693,0.8888888888888888,1.0,1.0,0.8,1.0
F0,G2,2,5,278,648,31,17,58.02,0.2665,0.7593984962406015,0.7895141078502708,0.8064516129032258,0.8571428571428571,0.8333333333333334,0.6666666666666666,0.8571428571428571,0.5,0.8421052631578947
F0,G2,2,6,278,654,31,50,140.85,0.267217,0.7666666666666666,0.9161290322580646,0.9032258064516129,0.8,0.8,1.0,1.0,0.0,1.0
F0,G2,2,7,278,652,31,24,73.94,0.267591,0.7455128205128204,0.7713399503722085,0.7741935483870968,0.4,0.75,1.0,0.9230769230769231,0.4,1.0
F0,G2,2,8,278,658,31,39,114.2,0.266715,0.9258685930512556,0.9355837411365225,0.9354838709677419,0.6666666666666666,0.9411764705882353,1.0,1.0,1.0,0.9473684210526315
F0,G2,2,9,279,654,30,50,139.75,0.26808,0.8101010101010101,0.8523232323232324,0.8666666666666667,0.3333333333333333,0.7272727272727273,1.0,1.0,0.8,1.0
F0,G3,0,0,278,834,31,24,92.11,0.266715,0.7721445221445221,0.7322355064290549,0.7419354838709677,0.5454545454545454,0.5,1.0,0.7692307692307693,1.0,0.8181818181818182
F0,G3,0,1,278,834,31,42,149.3,0.267305,0.7916666666666666,0.8129032258064516,0.8064516129032258,0.4,0.6,1.0,1.0,0.75,1.0
F0,G3,0,2,278,834,31,17,68.63,0.266715,0.5453130374957,0.7168514264789108,0.7419354838709677,0.25,0.8,0.0,0.9411764705882353,0.3333333333333333,0.9473684210526315
F0,G3,0,3,278,834,31,41,145.91,0.267217,0.7443667443667444,0.7545680126325288,0.7741935483870968,0.36363636363636365,0.7692307692307693,1.0,1.0,0.3333333333333333,1.0
F0,G3,0,4,278,834,31,38,135.58,0.266974,0.942857142857143,0.9354838709677419,0.9354838709677419,0.8571428571428571,1.0,1.0,1.0,0.8,1.0
F0,G3,0,5,278,834,31,31,113.74,0.2665,0.5458333333333334,0.6793010752688172,0.7419354838709677,0.0,0.8,0.6666666666666666,0.875,0.0,0.9333333333333333
F0,G3,0,6,278,834,31,50,174.61,0.267217,0.7727716727716728,0.9342549923195085,0.9354838709677419,0.9230769230769231,0.9230769230769231,0.8571428571428571,0.9333333333333333,0.0,1.0
F0,G3,0,7,278,834,31,32,116.64,0.267591,0.7057734204793028,0.7554923044486613,0.7741935483870968,0.4444444444444444,0.8,0.6666666666666666,1.0,0.5,0.8235294117647058
F0,G3,0,8,278,834,31,46,161.71,0.266715,0.8625730994152048,0.8614035087719298,0.8709677419354839,0.5,0.8421052631578947,1.0,0.9333333333333333,1.0,0.9
F0,G3,0,9,279,837,30,27,101.11,0.26808,0.8386724386724387,0.8662914862914862,0.8666666666666667,0.5714285714285714,0.7272727272727273,1.0,0.9333333333333333,0.8,1.0
F0,G3,1,0,278,834,31,50,174.24,0.266715,0.7790849673202613,0.834282099936749,0.8387096774193549,0.6,0.6666666666666666,0.8,0.9411764705882353,0.6666666666666666,1.0
F0,G3,1,1,278,834,31,50,173.89,0.267305,0.8472222222222223,0.8709677419354839,0.8709677419354839,0.5,0.8333333333333334,1.0,1.0,0.75,1.0
F0,G3,1,2,278,834,31,38,136.33,0.266715,0.898148148148148,0.9336917562724015,0.9354838709677419,0.6666666666666666,0.8888888888888888,1.0,1.0,0.8333333333333334,1.0
F0,G3,1,3,278,834,31,14,60.94,0.267217,0.4395424836601307,0.5705249841872233,0.6129032258064516,0.3333333333333333,0.47058823529411764,0.0,0.8333333333333334,0.0,1.0
F0,G3,1,4,278,834,31,50,175.55,0.266974,0.9720279720279721,0.9679675163546131,0.967741935483871,0.9230769230769231,1.0,1.0,1.0,0.9090909090909091,1.0
F0,G3,1,5,278,834,31,50,174.18,0.2665,0.8082611832611833,0.8666596844016199,0.8709677419354839,0.4,0.9090909090909091,0.8571428571428571,0.9333333333333333,0.75,1.0
F0,G3,1,6,278,834,31,23,86.93,0.267217,0.6533613445378151,0.7861208999728924,0.7741935483870968,0.5,0.7058823529411765,0.8571428571428571,0.8571428571428571,0.0,1.0
F0,G3,1,7,278,834,31,33,119.09,0.267591,0.8402777777777778,0.8588709677419355,0.8709677419354839,0.5,0.875,1.0,1.0,0.6666666666666666,1.0
F0,G3,1,8,278,834,31,50,174.32,0.266715,0.8494797041623667,0.8710676121042645,0.8709677419354839,0.3333333333333333,0.875,1.0,0.9411764705882353,1.0,0.9473684210526315
F0,G3,1,9,279,837,30,50,174.21,0.26808,0.961038961038961,0.9658008658008658,0.9666666666666667,0.8571428571428571,0.9090909090909091,1.0,1.0,1.0,1.0
F0,G3,2,0,278,834,31,17,68.32,0.266715,0.47676767676767673,0.6626262626262626,0.7096774193548387,0.4444444444444444,0.7272727272727273,0.0,0.8,0.0,0.8888888888888888
F0,G3,2,1,278,834,31,20,77.29,0.267305,0.7352177234530176,0.7752975677074347,0.7741935483870968,0.5714285714285714,0.7272727272727273,0.5714285714285714,0.8,0.8,0.9411764705882353
F0,G3,2,2,278,834,31,35,125.81,0.266715,0.8179738562091504,0.898798228969007,0.9032258064516129,0.5,0.8,0.6666666666666666,0.9411764705882353,1.0,1.0
F0,G3,2,3,278,834,31,33,121.2,0.267217,0.7777777777777778,0.7956989247311829,0.8064516129032258,0.5,0.8333333333333334,1.0,1.0,0.3333333333333333,1.0
F0,G3,2,4,278,834,31,50,175.54,0.266974,0.9703703703703704,0.9670250896057346,0.967741935483871,0.9333333333333333,1.0,1.0,1.0,0.8888888888888888,1.0
F0,G3,2,5,278,834,31,28,103.14,0.2665,0.618482905982906,0.7292597187758478,0.7741935483870968,0.0,0.7692307692307693,0.6666666666666666,0.875,0.4,1.0
F0,G3,2,6,278,834,31,39,138.85,0.267217,0.6781565656565656,0.8308162267839688,0.8387096774193549,0.7272727272727273,0.8,0.6666666666666666,0.875,0.0,1.0
F0,G3,2,7,278,834,31,20,78.4,0.267591,0.6138028638028639,0.6805774870291,0.7096774193548387,0.0,0.7142857142857143,0.5,0.9230769230769231,0.5454545454545454,1.0
F0,G3,2,8,278,834,31,23,89.0,0.266715,0.6760233918128655,0.8282965478211658,0.8387096774193549,0.3333333333333333,0.8421052631578947,1.0,0.9333333333333333,0.0,0.9473684210526315
F0,G3,2,9,279,837,30,50,184.82,0.26808,0.8386724386724387,0.8662914862914862,0.8666666666666667,0.5714285714285714,0.7272727272727273,1.0,0.9333333333333333,0.8,1.0
