seed,fold_idx,subject,n_train,n_train_aug,n_test,epochs_run,fold_time_s,z_scale,macro_f1,weighted_f1,accuracy,f1_anger,f1_disgust,f1_fear,f1_happiness,f1_sadness,f1_surprise
1,56,S089,306,718,3,30,104.32,0.267232,1.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0
1,57,S108,306,716,3,50,162.04,0.267348,1.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0
1,58,S115,306,716,3,37,118.53,0.266989,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0
1,59,S113,306,716,3,21,76.28,0.26661,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0
1,60,S070,306,718,3,31,104.27,0.267348,1.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0
1,61,S076,306,718,3,49,151.83,0.26661,1.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0
1,62,S069,306,718,3,50,158.38,0.26661,1.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0
1,63,S080,306,716,3,50,157.9,0.266989,1.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0
1,64,S079,306,718,3,41,134.27,0.26661,1.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0
1,65,S078,306,718,3,43,140.7,0.267348,1.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0
1,66,S085,306,718,3,22,77.55,0.267348,1.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0
1,67,S081,306,716,3,34,114.73,0.26661,1.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0
1,68,S096,306,718,3,50,160.57,0.26661,1.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0
1,69,S097,306,718,3,29,96.57,0.266989,1.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0
1,70,S090,306,718,3,29,95.7,0.267348,0.5555555555555555,0.5555555555555555,0.6666666666666666,0.0,0.6666666666666666,0.0,0.0,0.0,1.0
1,71,S082,306,718,3,50,155.5,0.26661,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0
1,72,S092,306,718,3,33,105.84,0.267232,1.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0
1,73,S502,307,718,2,22,75.53,0.266803,0.3333333333333333,0.3333333333333333,0.5,0.0,0.0,0.6666666666666666,0.0,0.0,0.0
1,74,S051,307,720,2,41,117.55,0.266803,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0
1,75,S072,307,720,2,24,74.23,0.267288,1.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0
1,76,S077,307,720,2,47,133.08,0.267288,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0
1,77,S073,307,720,2,43,123.74,0.266803,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0
1,78,S086,307,720,2,46,129.15,0.267288,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0
1,79,S088,307,720,2,50,141.68,0.266803,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0
1,80,S098,307,720,2,32,93.24,0.266803,1.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0
1,81,S107,307,720,2,23,71.5,0.266803,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0
1,82,S128,307,720,2,43,122.31,0.267288,1.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0
1,83,S135,307,720,2,24,74.56,0.267288,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0
1,84,S126,307,720,2,21,66.04,0.266803,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0
1,85,S114,307,720,2,50,140.25,0.267175,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0
1,86,S999,307,718,2,50,154.07,0.266803,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0
1,87,S503,307,718,2,50,153.22,0.266803,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0
1,88,S094,307,720,2,45,126.55,0.267288,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0
1,89,S091,307,718,2,20,68.67,0.266803,1.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0
1,90,S045,307,720,2,47,129.83,0.267288,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0
1,91,S053,307,720,2,34,97.47,0.266803,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0
1,92,S063,307,720,2,20,62.63,0.266803,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0
1,93,S059,307,718,2,39,120.43,0.267175,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0
1,94,S084,307,718,2,29,95.63,0.266803,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0
1,95,S093,307,718,2,37,117.3,0.266803,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0
1,96,S122,308,722,1,23,79.09,0.266989,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
1,97,S505,308,720,1,27,81.36,0.266989,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
1,98,S101,308,722,1,24,82.53,0.267232,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
1,99,S105,308,722,1,26,87.7,0.266989,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0
1,100,S112,308,722,1,22,75.64,0.266989,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
1,101,S110,308,722,1,24,82.74,0.267232,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
1,102,S083,308,722,1,29,97.24,0.267232,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
1,103,S028,308,722,1,43,136.58,0.267232,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
1,104,S029,308,722,1,35,113.79,0.267232,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
1,105,S005,308,722,1,50,156.83,0.266989,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0
