smooth_mode,aug_mode,n_seeds,seeds,macro_f1_mean,macro_f1_std,macro_f1_ci95_lo,macro_f1_ci95_hi,accuracy_mean,accuracy_std,mean_f1_cm_anger,mean_f1_cm_disgust,mean_f1_cm_fear,mean_f1_cm_happiness,mean_f1_cm_sadness,mean_f1_cm_surprise
F2,G0,3,"[0, 1, 2]",0.7934703094543242,0.027772336287752435,0.7542282688641584,0.814505784435796,0.8360931899641576,0.021421041327376746,0.504535729567822,0.7838885950995946,0.8630897317298797,0.9579420970266042,0.6808897317371895,0.9704759715648557
F2,G1,3,"[0, 1, 2]",0.8065849196580005,0.022781199519813822,0.7754373031991264,0.8292892306074781,0.8480645161290322,0.014664711502135261,0.5540734366035571,0.7950695290838982,0.8826530612244898,0.9621059691482227,0.6596276743539873,0.9859798475338479
F2,G2,3,"[0, 1, 2]",0.789390446341685,0.0028265815905942817,0.7866253176118851,0.7932729892191238,0.8320071684587814,0.002590086274572042,0.5428157386539438,0.7849065578745856,0.8344322344322345,0.9413898607140733,0.6547814314353406,0.9780168549399318
F2,G3,3,"[0, 1, 2]",0.8149457490608816,0.008972390159644123,0.802451071634169,0.8231082783044767,0.8565591397849461,0.008754475700977964,0.6036816036816037,0.8432024553643703,0.8422360248447204,0.9531161410094583,0.6656696576935859,0.9817686117715504
