seed,fold_idx,subject,n_train,n_train_aug,n_test,epochs_run,fold_time_s,z_scale,macro_f1,weighted_f1,accuracy,f1_anger,f1_disgust,f1_fear,f1_happiness,f1_sadness,f1_surprise
0,0,S011,303,708,6,30,102.14,0.266286,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
0,1,S130,304,712,5,22,74.24,0.266352,0.25,0.3,0.4,0.5,0.0,0.0,0.0,0.0,1.0
0,2,S125,304,710,5,19,65.54,0.26661,0.7333333333333333,0.7333333333333333,0.8,0.0,1.0,0.6666666666666666,1.0,0.0,1.0
0,3,S055,304,712,5,33,103.45,0.26661,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0
0,4,S071,304,712,5,31,98.28,0.267348,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0
0,5,S132,304,710,5,16,57.19,0.267423,0.4444444444444444,0.5333333333333333,0.6,0.0,1.0,0.0,0.6666666666666666,0.0,1.0
0,6,S032,304,712,5,34,106.16,0.267423,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0
0,7,S131,305,714,4,30,96.1,0.267407,1.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0
0,8,S129,305,716,4,13,49.78,0.267407,0.16666666666666666,0.16666666666666666,0.25,0.0,0.0,0.0,0.6666666666666666,0.0,0.0
0,9,S124,305,714,4,17,60.51,0.267407,0.4,0.5,0.5,0.0,1.0,0.0,1.0,0.0,0.0
0,10,S068,305,714,4,50,150.53,0.266803,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0
0,11,S075,305,716,4,38,118.22,0.266417,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0
0,12,S066,305,714,4,39,120.36,0.267407,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0
0,13,S065,305,714,4,26,85.25,0.267407,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0
0,14,S046,305,712,4,14,51.85,0.267407,0.3333333333333333,0.41666666666666663,0.5,0.0,0.0,0.0,0.0,0.6666666666666666,1.0
0,15,S042,305,714,4,27,87.96,0.267407,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0
0,16,S050,305,714,4,40,123.57,0.267407,1.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0
0,17,S062,305,714,4,39,120.48,0.266417,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0
0,18,S087,305,716,4,30,96.3,0.267175,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0
0,19,S067,305,716,4,30,97.41,0.266417,0.6,0.75,0.75,0.0,1.0,0.0,1.0,0.0,1.0
0,20,S095,305,714,4,19,66.14,0.266417,1.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0
0,21,S074,305,714,4,50,151.03,0.267288,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0
0,22,S138,305,712,4,38,119.48,0.267407,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0
0,23,S136,305,714,4,29,93.56,0.267407,0.6666666666666666,0.6666666666666666,0.75,0.0,0.0,0.0,1.0,0.6666666666666666,1.0
0,24,S014,305,714,4,50,151.54,0.266417,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0
0,25,S026,305,714,4,47,143.47,0.267407,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0
0,26,S100,306,718,3,33,103.96,0.26661,1.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0
0,27,S099,306,718,3,30,96.61,0.26661,1.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0
0,28,S102,306,716,3,22,74.26,0.267348,0.5,0.6666666666666666,0.6666666666666666,0.0,0.0,1.0,0.0,0.0,1.0
0,29,S106,306,716,3,50,151.91,0.26661,1.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0
0,30,S501,306,714,3,30,96.4,0.26661,1.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0
0,31,S504,306,714,3,48,146.21,0.26661,1.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0
0,32,S134,306,718,3,32,101.63,0.267348,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0
0,33,S133,306,718,3,16,58.59,0.267348,0.5,0.6666666666666666,0.6666666666666666,0.0,0.0,0.0,1.0,0.0,1.0
0,34,S116,306,718,3,50,152.5,0.267348,1.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0
0,35,S117,306,716,3,21,71.84,0.266796,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0
0,36,S127,306,718,3,50,151.38,0.267348,1.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0
0,37,S119,306,716,3,22,74.05,0.267348,0.5,0.6666666666666666,0.6666666666666666,0.0,0.0,1.0,0.0,0.0,1.0
0,38,S111,306,718,3,32,101.75,0.267232,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0
0,39,S109,306,718,3,50,152.12,0.267348,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0
0,40,S137,306,716,3,21,71.69,0.26661,0.5,0.6666666666666666,0.6666666666666666,0.0,0.0,0.0,1.0,0.0,1.0
0,41,S506,306,714,3,30,97.06,0.26661,1.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0
0,42,S010,306,718,3,29,94.29,0.26661,1.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0
0,43,S034,306,718,3,21,71.53,0.267348,1.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0
0,44,S037,306,718,3,17,60.88,0.267348,0.5,0.6666666666666666,0.6666666666666666,0.0,0.0,0.0,1.0,0.0,1.0
0,45,S022,306,718,3,44,136.44,0.267348,0.5,0.6666666666666666,0.6666666666666666,0.0,1.0,0.0,0.0,0.0,1.0
0,46,S057,306,718,3,49,148.9,0.26661,1.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0
0,47,S056,306,718,3,29,94.65,0.267348,1.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0
0,48,S035,306,718,3,33,104.74,0.267348,1.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0
0,49,S044,306,718,3,39,121.88,0.267348,1.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0
0,50,S058,306,718,3,22,74.1,0.26661,0.5555555555555555,0.5555555555555555,0.6666666666666666,0.0,0.6666666666666666,0.0,0.0,0.0,1.0
0,51,S060,306,718,3,50,152.72,0.26661,1.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0
0,52,S054,306,716,3,32,101.85,0.26661,1.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0
0,53,S052,306,718,3,27,87.46,0.267348,1.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0
0,54,S064,306,716,3,20,68.22,0.26661,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0
0,55,S061,306,718,3,50,150.61,0.26661,1.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0
0,56,S089,306,718,3,20,68.53,0.267232,0.5,0.6666666666666666,0.6666666666666666,0.0,0.0,0.0,1.0,0.0,1.0
0,57,S108,306,716,3,50,151.74,0.267348,1.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0
0,58,S115,306,716,3,17,60.82,0.266989,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0
0,59,S113,306,716,3,19,65.85,0.26661,0.25,0.3333333333333333,0.3333333333333333,0.0,0.0,0.0,0.0,0.0,1.0
0,60,S070,306,718,3,50,151.82,0.267348,1.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0
0,61,S076,306,718,3,40,125.13,0.26661,1.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0
0,62,S069,306,718,3,42,129.67,0.26661,1.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0
0,63,S080,306,716,3,26,85.66,0.266989,1.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0
0,64,S079,306,718,3,41,127.07,0.26661,1.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0
0,65,S078,306,718,3,29,93.96,0.267348,1.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0
0,66,S085,306,718,3,45,137.33,0.267348,1.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0
0,67,S081,306,716,3,50,151.43,0.26661,1.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0
0,68,S096,306,718,3,46,142.3,0.26661,1.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0
0,69,S097,306,718,3,40,124.73,0.266989,1.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0
0,70,S090,306,718,3,50,151.83,0.267348,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0
0,71,S082,306,718,3,50,156.24,0.26661,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0
0,72,S092,306,718,3,18,65.49,0.267232,0.5,0.6666666666666666,0.6666666666666666,0.0,0.0,0.0,1.0,0.0,1.0
0,73,S502,307,718,2,20,70.73,0.266803,0.3333333333333333,0.5,0.5,0.0,0.0,1.0,0.0,0.0,0.0
0,74,S051,307,720,2,23,71.23,0.266803,0.3333333333333333,0.5,0.5,0.0,0.0,0.0,0.0,0.0,1.0
0,75,S072,307,720,2,32,94.21,0.267288,1.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0
0,76,S077,307,720,2,31,91.99,0.267288,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0
0,77,S073,307,720,2,26,78.08,0.266803,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0
0,78,S086,307,720,2,35,100.39,0.267288,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0
0,79,S088,307,720,2,46,128.46,0.266803,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0
0,80,S098,307,720,2,34,99.14,0.266803,1.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0
0,81,S107,307,720,2,38,109.07,0.266803,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0
0,82,S128,307,720,2,22,68.48,0.267288,1.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0
0,83,S135,307,720,2,32,94.14,0.267288,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0
0,84,S126,307,720,2,50,139.24,0.266803,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0
0,85,S114,307,720,2,49,137.04,0.267175,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0
0,86,S999,307,718,2,20,69.96,0.266803,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0
0,87,S503,307,718,2,27,88.98,0.266803,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0
0,88,S094,307,720,2,28,83.11,0.267288,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0
0,89,S091,307,718,2,24,79.55,0.266803,1.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0
0,90,S045,307,720,2,50,137.64,0.267288,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0
0,91,S053,307,720,2,44,125.18,0.266803,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0
0,92,S063,307,720,2,35,101.86,0.266803,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0
0,93,S059,307,718,2,25,83.07,0.267175,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0
0,94,S084,307,718,2,27,88.32,0.266803,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0
0,95,S093,307,718,2,14,52.25,0.266803,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0
0,96,S122,308,722,1,50,157.7,0.266989,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
0,97,S505,308,720,1,17,56.57,0.266989,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
0,98,S101,308,722,1,26,90.83,0.267232,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
0,99,S105,308,722,1,42,137.62,0.266989,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0
0,100,S112,308,722,1,29,99.46,0.266989,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
0,101,S110,308,722,1,39,129.18,0.267232,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
0,102,S083,308,722,1,34,114.61,0.267232,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
0,103,S028,308,722,1,27,94.34,0.267232,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0,104,S029,308,722,1,16,62.11,0.267232,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0,105,S005,308,722,1,50,162.8,0.266989,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0
