smooth_mode,aug_mode,seed,fold_idx,n_train,n_train_aug,n_test,epochs_run,fold_time_s,z_scale,macro_f1,weighted_f1,accuracy,f1_anger,f1_disgust,f1_fear,f1_happiness,f1_sadness,f1_surprise
F1,G0,2,1,278,278,31,33,68.25,0.267348,0.6615319865319865,0.6967416096448354,0.7096774193548387,0.36363636363636365,0.25,0.6666666666666666,0.8888888888888888,0.8,1.0
F1,G0,2,2,278,278,31,43,82.26,0.266545,0.7013071895424837,0.834282099936749,0.8387096774193549,0.0,0.8,0.6666666666666666,0.9411764705882353,0.8,1.0
F1,G0,2,3,278,278,31,50,90.92,0.267232,0.7658008658008658,0.7593632174277336,0.7741935483870968,0.4,0.7142857142857143,1.0,0.9090909090909091,0.5714285714285714,1.0
F1,G0,2,4,278,278,31,38,74.52,0.266989,0.9116161616161617,0.896871945259042,0.9032258064516129,0.7272727272727273,1.0,1.0,0.9090909090909091,0.8333333333333334,1.0
F1,G0,2,5,278,278,31,23,52.64,0.266073,0.5227046374105196,0.6135989879822897,0.6451612903225806,0.0,0.5555555555555556,0.4,0.8571428571428571,0.5,0.8235294117647058
F1,G0,2,6,278,278,31,50,92.05,0.267232,0.7944444444444444,0.9473118279569893,0.9354838709677419,1.0,0.8333333333333334,1.0,0.9333333333333333,0.0,1.0
F1,G0,2,7,278,278,31,33,67.78,0.267427,0.8185185185185185,0.8329749103942653,0.8387096774193549,0.4444444444444444,0.8,1.0,1.0,0.6666666666666666,1.0
F1,G0,2,8,278,278,31,50,92.66,0.266352,0.8716202270381838,0.8945970238689703,0.9032258064516129,0.4,0.9411764705882353,1.0,0.9411764705882353,1.0,0.9473684210526315
F1,G0,2,9,279,279,30,50,92.41,0.267656,0.765079365079365,0.8446031746031746,0.8666666666666667,0.4,0.8333333333333334,0.8571428571428571,1.0,0.5,1.0
F1,G1,0,0,278,556,31,31,103.97,0.266352,0.8338206627680312,0.8592718355027352,0.8709677419354839,0.6666666666666666,0.8333333333333334,0.6666666666666666,0.8888888888888888,1.0,0.9473684210526315
F1,G1,0,1,278,556,31,39,124.82,0.267348,0.7871794871794872,0.8367245657568239,0.8387096774193549,0.5,0.9230769230769231,0.8,1.0,0.5,1.0
F1,G1,0,2,278,556,31,25,87.08,0.266545,0.7722222222222221,0.8763440860215054,0.9032258064516129,0.0,0.8,1.0,1.0,0.8333333333333334,1.0
F1,G1,0,3,278,556,31,45,141.54,0.267232,0.825036075036075,0.8290043290043291,0.8387096774193549,0.5454545454545454,0.8333333333333334,1.0,1.0,0.5714285714285714,1.0
F1,G1,0,4,278,556,31,50,152.81,0.266989,0.9720279720279721,0.9679675163546131,0.967741935483871,0.9230769230769231,1.0,1.0,1.0,0.9090909090909091,1.0
F1,G1,0,5,278,556,31,50,153.6,0.266073,0.7936507936507936,0.8669738863287251,0.8709677419354839,0.4,1.0,0.8571428571428571,0.9333333333333333,0.5714285714285714,1.0
F1,G1,0,6,278,556,31,21,76.28,0.267232,0.519103313840156,0.6502546689303905,0.6774193548387096,0.4444444444444444,0.5333333333333333,0.4,0.7368421052631579,0.0,1.0
F1,G1,0,7,278,556,31,42,132.69,0.267427,0.8402777777777778,0.8588709677419355,0.8709677419354839,0.5,0.875,1.0,1.0,0.6666666666666666,1.0
F1,G1,0,8,278,556,31,49,150.5,0.266352,0.8050352597179221,0.8667665368354471,0.8709677419354839,0.4,0.875,1.0,0.9411764705882353,0.6666666666666666,0.9473684210526315
F1,G1,0,9,279,558,30,24,83.86,0.267656,0.649719887955182,0.7276470588235294,0.7333333333333333,0.2857142857142857,0.5714285714285714,0.5,0.9333333333333333,0.6666666666666666,0.9411764705882353
F1,G1,1,0,278,556,31,44,137.57,0.266352,0.8818627450980392,0.9009487666034156,0.9032258064516129,0.75,0.8,1.0,0.9411764705882353,0.8,1.0
F1,G1,1,1,278,556,31,31,101.47,0.267348,0.7378787878787879,0.7859237536656891,0.7741935483870968,0.4,0.7272727272727273,0.8,1.0,0.5,1.0
F1,G1,1,2,278,556,31,44,136.2,0.266545,0.6513071895424837,0.8020240354206198,0.8064516129032258,0.0,0.8,0.5,0.9411764705882353,0.6666666666666666,1.0
F1,G1,1,3,278,556,31,50,151.36,0.267232,0.8302253302253302,0.8278817956237311,0.8387096774193549,0.5454545454545454,0.7692307692307693,1.0,1.0,0.6666666666666666,1.0
F1,G1,1,4,278,556,31,20,72.1,0.266989,0.7210948093301034,0.8071622663653024,0.8387096774193549,0.7272727272727273,0.8888888888888888,0.0,1.0,0.7692307692307693,0.9411764705882353
F1,G1,1,5,278,556,31,50,150.61,0.266073,0.7685286935286936,0.8307337823466857,0.8387096774193549,0.5,0.9230769230769231,0.75,0.9333333333333333,0.5714285714285714,0.9333333333333333
F1,G1,1,6,278,556,31,22,77.04,0.267232,0.5358543417366947,0.6780699376524804,0.7096774193548387,0.2857142857142857,0.7058823529411765,0.4,1.0,0.0,0.8235294117647058
F1,G1,1,7,278,556,31,27,90.21,0.267427,0.6985084632143455,0.7671548354660309,0.7741935483870968,0.4444444444444444,0.8235294117647058,0.6666666666666666,0.9230769230769231,0.3333333333333333,1.0
F1,G1,1,8,278,556,31,50,151.78,0.266352,0.8716202270381838,0.8945970238689703,0.9032258064516129,0.4,0.9411764705882353,1.0,0.9411764705882353,1.0,0.9473684210526315
F1,G1,1,9,279,558,30,50,150.94,0.267656,0.8388888888888889,0.8788888888888889,0.9,0.4,0.8333333333333334,1.0,1.0,0.8,1.0
F1,G1,2,0,278,556,31,21,75.29,0.266352,0.7322658994485619,0.8020583342664636,0.8064516129032258,0.4444444444444444,0.7272727272727273,0.6666666666666666,0.9411764705882353,0.6666666666666666,0.9473684210526315
F1,G1,2,1,278,556,31,43,133.16,0.267348,0.7102758352758354,0.7578765320700805,0.7741935483870968,0.25,0.7692307692307693,1.0,0.9090909090909091,0.3333333333333333,1.0
F1,G1,2,2,278,556,31,36,114.78,0.266545,0.7212121212121212,0.8463343108504399,0.8709677419354839,0.0,0.8,0.8,1.0,0.7272727272727273,1.0
F1,G1,2,3,278,556,31,41,128.15,0.267232,0.7777777777777778,0.7956989247311829,0.8064516129032258,0.5,0.8333333333333334,1.0,1.0,0.3333333333333333,1.0
F1,G1,2,4,278,556,31,50,151.29,0.266989,0.9391534391534391,0.9354838709677419,0.9354838709677419,0.8571428571428571,0.8888888888888888,1.0,1.0,0.8888888888888888,1.0
F1,G1,2,5,278,556,31,20,71.18,0.266073,0.7076719576719577,0.7791602662570404,0.8064516129032258,0.5,0.8571428571428571,0.6666666666666666,0.9333333333333333,0.4,0.8888888888888888
F1,G1,2,6,278,556,31,50,148.41,0.267232,0.8205128205128206,0.9826302729528535,0.967741935483871,1.0,0.9230769230769231,1.0,1.0,0.0,1.0
F1,G1,2,7,278,556,31,50,149.07,0.267427,0.8291666666666666,0.8588709677419355,0.8709677419354839,0.6,0.875,1.0,1.0,0.5,1.0
F1,G1,2,8,278,556,31,50,150.64,0.266352,0.8338206627680312,0.8952084512356159,0.9032258064516129,0.5,0.8888888888888888,0.6666666666666666,1.0,1.0,0.9473684210526315
F1,G1,2,9,279,558,30,50,153.28,0.267656,0.8386724386724387,0.8662914862914862,0.8666666666666667,0.5714285714285714,0.7272727272727273,1.0,0.9333333333333333,0.8,1.0
F1,G3,0,0,278,834,31,22,108.76,0.266352,0.7798786181139121,0.8093430920755399,0.8064516129032258,0.5714285714285714,0.5,1.0,1.0,0.6666666666666666,0.9411764705882353
F1,G3,0,1,278,834,31,29,138.24,0.267348,0.7559107559107558,0.7932067932067932,0.8064516129032258,0.2857142857142857,0.7692307692307693,1.0,0.9090909090909091,0.5714285714285714,1.0
F1,G3,0,2,278,834,31,44,199.24,0.266545,0.75,0.8548387096774194,0.8709677419354839,0.0,0.8333333333333334,1.0,1.0,0.6666666666666666,1.0
F1,G3,0,3,278,834,31,16,85.5,0.267232,0.6999999999999998,0.7462365591397849,0.7741935483870968,0.6666666666666666,0.3333333333333333,0.8,1.0,0.4,1.0
F1,G3,0,4,278,834,31,37,170.27,0.266989,0.9096866096866097,0.9012958367797077,0.9032258064516129,0.7692307692307693,0.8888888888888888,1.0,1.0,0.8,1.0
F1,G3,0,5,278,834,31,46,208.49,0.266073,0.7673881673881673,0.8429269655076107,0.8387096774193549,0.3333333333333333,0.9090909090909091,0.8571428571428571,0.9333333333333333,0.5714285714285714,1.0
F1,G3,0,6,278,834,31,50,219.48,0.267232,0.7529581529581529,0.8957128892612762,0.9032258064516129,0.8571428571428571,0.7272727272727273,1.0,0.9333333333333333,0.0,1.0
F1,G3,0,7,278,834,31,27,125.85,0.267427,0.6564102564102564,0.6742762613730355,0.7096774193548387,0.0,0.6153846153846154,0.8,0.9230769230769231,0.6666666666666666,0.9333333333333333
F1,G3,0,8,278,834,31,33,150.92,0.266352,0.8338206627680312,0.8952084512356159,0.9032258064516129,0.5,0.8888888888888888,1.0,1.0,0.6666666666666666,0.9473684210526315
F1,G3,0,9,279,837,30,36,163.46,0.267656,0.7225193107546048,0.783303624480095,0.8333333333333334,0.0,0.7272727272727273,1.0,1.0,0.6666666666666666,0.9411764705882353
F1,G3,1,0,278,834,31,43,193.15,0.266352,0.7203703703703703,0.8014336917562724,0.8064516129032258,0.6,0.6666666666666666,0.5,0.8888888888888888,0.6666666666666666,1.0
F1,G3,1,1,278,834,31,25,118.76,0.267348,0.8048941798941799,0.8392217101894521,0.8387096774193549,0.5,0.8333333333333334,0.8571428571428571,0.8888888888888888,0.75,1.0
F1,G3,1,2,278,834,31,34,155.78,0.266545,0.7333333333333334,0.8387096774193549,0.8387096774193549,0.0,0.8,1.0,1.0,0.6,1.0
F1,G3,1,3,278,834,31,25,120.61,0.267232,0.6972667855020797,0.7306652866425162,0.7419354838709677,0.5,0.6666666666666666,0.6666666666666666,0.9090909090909091,0.5,0.9411764705882353
F1,G3,1,4,278,834,31,27,128.44,0.266989,0.9082491582491582,0.8971977842945585,0.9032258064516129,0.7272727272727273,0.8888888888888888,1.0,1.0,0.8333333333333334,1.0
F1,G3,1,5,278,834,31,49,218.3,0.266073,0.7673881673881673,0.8429269655076107,0.8387096774193549,0.3333333333333333,0.9090909090909091,0.8571428571428571,0.9333333333333333,0.5714285714285714,1.0
F1,G3,1,6,278,834,31,50,221.5,0.267232,0.7943722943722943,0.9501466275659823,0.9354838709677419,0.9090909090909091,0.8571428571428571,1.0,1.0,0.0,1.0
F1,G3,1,7,278,834,31,30,141.19,0.267427,0.7107905982905983,0.7479528535980149,0.8064516129032258,0.0,0.875,0.8,0.9230769230769231,0.6666666666666666,1.0
F1,G3,1,8,278,834,31,44,196.85,0.266352,0.850705194358445,0.8729651453110955,0.8709677419354839,0.3333333333333333,0.8235294117647058,1.0,1.0,1.0,0.9473684210526315
F1,G3,1,9,279,837,30,37,168.09,0.267656,0.8388888888888889,0.8788888888888889,0.9,0.4,0.8333333333333334,1.0,1.0,0.8,1.0
F1,G3,2,0,278,834,31,27,128.35,0.266352,0.6203703703703703,0.7777777777777778,0.8064516129032258,0.5,0.8333333333333334,0.5,0.8888888888888888,0.0,1.0
F1,G3,2,1,278,834,31,29,135.13,0.267348,0.7033670033670033,0.7380254154447702,0.7419354838709677,0.4,0.4444444444444444,0.8,0.9090909090909091,0.6666666666666666,1.0
F1,G3,2,2,278,834,31,17,86.88,0.266545,0.6324427206780148,0.7676390655517791,0.7741935483870968,0.0,0.6153846153846154,0.6666666666666666,0.9411764705882353,0.5714285714285714,1.0
F1,G3,2,3,278,834,31,30,138.11,0.267232,0.7822843822843822,0.8002706970448906,0.8064516129032258,0.6153846153846154,0.7692307692307693,1.0,0.9090909090909091,0.4,1.0
F1,G3,2,4,278,834,31,26,122.63,0.266989,0.8059829059829059,0.8251447477253929,0.8387096774193549,0.6,0.8,0.6666666666666666,1.0,0.7692307692307693,1.0
F1,G3,2,5,278,834,31,36,162.66,0.266073,0.7440781440781441,0.8051045728465085,0.8064516129032258,0.4,0.7692307692307693,0.8571428571428571,0.9333333333333333,0.5714285714285714,0.9333333333333333
F1,G3,2,6,278,834,31,37,167.3,0.267232,0.7011904761904763,0.8455453149001536,0.8387096774193549,0.6666666666666666,0.75,0.8571428571428571,0.9333333333333333,0.0,1.0
F1,G3,2,7,278,834,31,50,220.28,0.267427,0.9222222222222222,0.9333333333333332,0.9354838709677419,0.8,0.9333333333333333,1.0,1.0,0.8,1.0
F1,G3,2,8,278,834,31,28,133.64,0.266352,0.6949317738791424,0.8575740426334654,0.8709677419354839,0.3333333333333333,0.8888888888888888,1.0,1.0,0.0,0.9473684210526315
F1,G3,2,9,279,837,30,44,196.51,0.267656,0.895959595959596,0.927070707070707,0.9333333333333333,0.6666666666666666,0.9090909090909091,1.0,1.0,0.8,1.0
