seed,fold_idx,subject,n_train,n_train_aug,n_test,epochs_run,fold_time_s,z_scale,macro_f1,weighted_f1,accuracy,f1_anger,f1_disgust,f1_fear,f1_happiness,f1_sadness,f1_surprise
9,19,S067,305,716,4,16,57.84,0.266417,0.6666666666666666,0.6666666666666666,0.75,0.0,1.0,0.0,1.0,0.0,0.6666666666666666
9,20,S095,305,714,4,41,126.29,0.266417,0.6,0.75,0.75,0.0,1.0,0.0,1.0,0.0,1.0
9,21,S074,305,714,4,19,66.27,0.267288,0.6,0.75,0.75,0.0,0.0,1.0,1.0,0.0,1.0
9,22,S138,305,712,4,39,121.1,0.267407,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0
9,23,S136,305,714,4,33,104.42,0.267407,0.6666666666666666,0.6666666666666666,0.75,0.0,0.0,0.0,1.0,0.6666666666666666,1.0
9,24,S014,305,714,4,21,71.45,0.266417,0.6666666666666666,0.6666666666666666,0.75,0.0,0.0,0.0,1.0,0.6666666666666666,1.0
9,25,S026,305,714,4,38,118.14,0.267407,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0
9,26,S100,306,718,3,24,80.24,0.26661,1.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0
9,27,S099,306,718,3,50,151.87,0.26661,1.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0
9,28,S102,306,716,3,35,110.01,0.267348,1.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0
9,29,S106,306,716,3,50,151.05,0.26661,1.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0
9,30,S501,306,714,3,30,97.06,0.26661,1.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0
9,31,S504,306,714,3,33,104.85,0.26661,1.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0
9,32,S134,306,718,3,32,102.24,0.267348,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0
9,33,S133,306,718,3,28,91.51,0.267348,1.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0
9,34,S116,306,718,3,50,152.76,0.267348,1.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0
9,35,S117,306,716,3,23,77.46,0.266796,0.5,0.6666666666666666,0.6666666666666666,0.0,0.0,1.0,0.0,0.0,1.0
9,36,S127,306,718,3,28,91.74,0.267348,1.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0
9,37,S119,306,716,3,27,88.61,0.267348,0.5,0.6666666666666666,0.6666666666666666,0.0,0.0,1.0,0.0,0.0,1.0
9,38,S111,306,718,3,21,72.25,0.267232,0.5555555555555555,0.5555555555555555,0.6666666666666666,0.6666666666666666,0.0,0.0,0.0,0.0,1.0
9,39,S109,306,718,3,50,153.22,0.267348,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0
9,40,S137,306,716,3,30,97.49,0.26661,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0
9,41,S506,306,714,3,22,75.74,0.26661,1.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0
9,42,S010,306,718,3,29,94.72,0.26661,1.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0
9,43,S034,306,718,3,38,119.96,0.267348,1.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0
9,44,S037,306,718,3,28,91.85,0.267348,1.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0
9,45,S022,306,718,3,22,75.26,0.267348,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0
9,46,S057,306,718,3,26,86.33,0.26661,1.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0
9,47,S056,306,718,3,21,72.61,0.267348,1.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0
9,48,S035,306,718,3,28,92.29,0.267348,1.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0
9,49,S044,306,718,3,27,90.02,0.267348,1.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0
9,50,S058,306,718,3,17,61.31,0.26661,0.5555555555555555,0.5555555555555555,0.6666666666666666,0.6666666666666666,0.0,0.0,0.0,0.0,1.0
9,51,S060,306,718,3,25,83.18,0.26661,1.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0
9,52,S054,306,716,3,21,72.27,0.26661,1.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0
9,53,S052,306,718,3,31,99.53,0.267348,1.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0
9,54,S064,306,716,3,36,113.04,0.26661,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0
9,55,S061,306,718,3,50,151.92,0.26661,1.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0
9,56,S089,306,718,3,35,110.4,0.267232,1.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0
9,57,S108,306,716,3,19,66.5,0.267348,0.5,0.6666666666666666,0.6666666666666666,0.0,1.0,0.0,1.0,0.0,0.0
9,58,S115,306,716,3,42,129.79,0.266989,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0
9,59,S113,306,716,3,21,71.88,0.26661,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0
9,60,S070,306,718,3,27,88.84,0.267348,1.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0
9,61,S076,306,718,3,42,129.84,0.26661,1.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0
9,62,S069,306,718,3,41,127.82,0.26661,1.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0
9,63,S080,306,716,3,33,106.98,0.266989,1.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0
9,64,S079,306,718,3,50,156.54,0.26661,1.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0
9,65,S078,306,718,3,28,95.09,0.267348,1.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0
9,66,S085,306,718,3,35,111.65,0.267348,1.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0
9,67,S081,306,716,3,32,103.64,0.26661,1.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0
9,68,S096,306,718,3,50,154.23,0.26661,1.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0
9,69,S097,306,718,3,24,81.0,0.266989,1.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0
9,70,S090,306,718,3,35,111.99,0.267348,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0
9,71,S082,306,718,3,45,139.77,0.26661,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0
9,72,S092,306,718,3,21,73.13,0.267232,0.5,0.6666666666666666,0.6666666666666666,0.0,0.0,0.0,1.0,0.0,1.0
9,73,S502,307,718,2,39,122.65,0.266803,0.3333333333333333,0.5,0.5,0.0,0.0,1.0,0.0,0.0,0.0
9,74,S051,307,720,2,41,117.92,0.266803,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0
9,75,S072,307,720,2,26,78.86,0.267288,1.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0
9,76,S077,307,720,2,40,115.72,0.267288,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0
9,77,S073,307,720,2,44,126.19,0.266803,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0
9,78,S086,307,720,2,50,140.83,0.267288,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0
9,79,S088,307,720,2,50,141.11,0.266803,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0
9,80,S098,307,720,2,50,139.79,0.266803,1.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0
9,81,S107,307,720,2,24,73.68,0.266803,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0
9,82,S128,307,720,2,13,45.3,0.267288,1.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0
9,83,S135,307,720,2,25,77.39,0.267288,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0
9,84,S126,307,720,2,50,139.54,0.266803,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0
9,85,S114,307,720,2,32,93.86,0.267175,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0
9,86,S999,307,718,2,35,111.8,0.266803,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0
9,87,S503,307,718,2,29,94.48,0.266803,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0
9,88,S094,307,720,2,40,114.96,0.267288,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0
9,89,S091,307,718,2,41,127.66,0.266803,1.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0
9,90,S045,307,720,2,33,97.08,0.267288,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0
9,91,S053,307,720,2,28,84.46,0.266803,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0
9,92,S063,307,720,2,26,78.11,0.266803,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0
9,93,S059,307,718,2,17,60.37,0.267175,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0
9,94,S084,307,718,2,24,78.55,0.266803,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0
9,95,S093,307,718,2,34,106.06,0.266803,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0
9,96,S122,308,722,1,50,152.26,0.266989,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
9,97,S505,308,720,1,30,87.19,0.266989,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
9,98,S101,308,722,1,33,104.74,0.267232,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
9,99,S105,308,722,1,50,152.3,0.266989,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0
9,100,S112,308,722,1,28,91.11,0.266989,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
9,101,S110,308,722,1,22,74.55,0.267232,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
9,102,S083,308,722,1,33,105.09,0.267232,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
9,103,S028,308,722,1,21,71.7,0.267232,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
9,104,S029,308,722,1,19,66.15,0.267232,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
9,105,S005,308,722,1,31,101.03,0.266989,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0
